Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemPaintBall:6, Paint Ball - Pink
appliedenergistics2:item.ItemPaintBall:7, Paint Ball - Gray
appliedenergistics2:item.ItemPaintBall:8, Paint Ball - Light Gray
appliedenergistics2:item.ItemPaintBall:9, Paint Ball - Cyan
appliedenergistics2:item.ItemPaintBall:10, Paint Ball - Purple
appliedenergistics2:item.ItemPaintBall:11, Paint Ball - Blue
appliedenergistics2:item.ItemPaintBall:12, Paint Ball - Brown
appliedenergistics2:item.ItemPaintBall:13, Paint Ball - Green
appliedenergistics2:item.ItemPaintBall:14, Paint Ball - Red
appliedenergistics2:item.ItemPaintBall:15, Paint Ball - Black
appliedenergistics2:item.ItemPaintBall:20, Paint Ball - Lumen White
appliedenergistics2:item.ItemPaintBall:21, Paint Ball - Lumen Orange
appliedenergistics2:item.ItemPaintBall:22, Paint Ball - Lumen Magenta
appliedenergistics2:item.ItemPaintBall:23, Paint Ball - Lumen Light Blue
appliedenergistics2:item.ItemPaintBall:24, Paint Ball - Lumen Yellow
appliedenergistics2:item.ItemPaintBall:25, Paint Ball - Lumen Lime
appliedenergistics2:item.ItemPaintBall:26, Paint Ball - Lumen Pink
appliedenergistics2:item.ItemPaintBall:27, Paint Ball - Lumen Gray
appliedenergistics2:item.ItemPaintBall:28, Paint Ball - Lumen Light Gray
appliedenergistics2:item.ItemPaintBall:29, Paint Ball - Lumen Cyan
appliedenergistics2:item.ItemPaintBall:30, Paint Ball - Lumen Purple
appliedenergistics2:item.ItemPaintBall:31, Paint Ball - Lumen Blue
appliedenergistics2:item.ItemPaintBall:32, Paint Ball - Lumen Brown
appliedenergistics2:item.ItemPaintBall:33, Paint Ball - Lumen Green
appliedenergistics2:item.ItemPaintBall:34, Paint Ball - Lumen Red
appliedenergistics2:item.ItemPaintBall:35, Paint Ball - Lumen Black
appliedenergistics2:item.ItemMultiMaterial:28, Advanced Card
appliedenergistics2:item.ItemMultiMaterial:44, Annihilation Core
appliedenergistics2:item.ItemMultiMaterial:25, Basic Card
appliedenergistics2:item.ItemMultiMaterial:52, Blank Pattern
appliedenergistics2:item.ItemMultiMaterial:23, Calculation Processor
appliedenergistics2:item.ItemMultiMaterial:13, Inscriber Calculation Press
appliedenergistics2:item.ItemMultiMaterial:16, Printed Calculation Circuit
appliedenergistics2:item.ItemMultiMaterial:27, Capacity Card
appliedenergistics2:item.ItemMultiMaterial:53, Crafting Card
appliedenergistics2:item.ItemMultiMaterial:29, Fuzzy Card
appliedenergistics2:item.ItemMultiMaterial:31, Inverter Card
appliedenergistics2:item.ItemMultiMaterial:26, Redstone Card
appliedenergistics2:item.ItemMultiMaterial:30, Acceleration Card
appliedenergistics2:item.ItemMultiMaterial:34, 128³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:33, 16³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:37, 16k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:35, 1k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:32, 2³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:36, 4k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:38, 64k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:0, Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:1, Charged Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:2, Certus Quartz Dust
appliedenergistics2:item.ItemMultiMaterial:39, ME Storage Housing
appliedenergistics2:item.ItemMultiMaterial:24, Engineering Processor
appliedenergistics2:item.ItemMultiMaterial:14, Inscriber Engineering Press
appliedenergistics2:item.ItemMultiMaterial:17, Printed Engineering Circuit
appliedenergistics2:item.ItemMultiMaterial:4, Flour
appliedenergistics2:item.ItemMultiMaterial:7, Fluix Crystal
appliedenergistics2:item.ItemMultiMaterial:8, Fluix Dust
appliedenergistics2:item.ItemMultiMaterial:9, Fluix Pearl
appliedenergistics2:item.ItemMultiMaterial:43, Formation Core
appliedenergistics2:item.ItemMultiMaterial:22, Logic Processor
appliedenergistics2:item.ItemMultiMaterial:15, Inscriber Logic Press
appliedenergistics2:item.ItemMultiMaterial:18, Printed Logic Circuit
appliedenergistics2:item.ItemMultiMaterial:6, Matter Ball
appliedenergistics2:item.ItemMultiMaterial:21, Inscriber Name Press
appliedenergistics2:item.ItemMultiMaterial:3, Nether Quartz Dust
appliedenergistics2:item.ItemMultiMaterial:10, Pure Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:12, Pure Fluix Crystal
appliedenergistics2:item.ItemMultiMaterial:11, Pure Nether Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:48, Quantum Entangled Singularity
appliedenergistics2:item.ItemMultiMaterial:19, Inscriber Silicon Press
appliedenergistics2:item.ItemMultiMaterial:20, Printed Silicon
appliedenergistics2:item.ItemMultiMaterial:47, Singularity
appliedenergistics2:item.ItemMultiMaterial:45, Sky Stone Dust
appliedenergistics2:item.ItemMultiMaterial:41, Wireless Receiver
appliedenergistics2:item.ItemMultiMaterial:42, Wireless Booster
appliedenergistics2:item.ItemMultiMaterial:40, Wooden Gear
appliedenergistics2:item.ItemMultiPart:300, ME Annihilation Plane
appliedenergistics2:item.ItemMultiPart:120, Cable Anchor
appliedenergistics2:item.ItemMultiPart:20, ME Covered Cable - White
appliedenergistics2:item.ItemMultiPart:21, ME Covered Cable - Orange
appliedenergistics2:item.ItemMultiPart:22, ME Covered Cable - Magenta
appliedenergistics2:item.ItemMultiPart:23, ME Covered Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:24, ME Covered Cable - Yellow
appliedenergistics2:item.ItemMultiPart:25, ME Covered Cable - Lime
appliedenergistics2:item.ItemMultiPart:26, ME Covered Cable - Pink
appliedenergistics2:item.ItemMultiPart:27, ME Covered Cable - Gray
appliedenergistics2:item.ItemMultiPart:28, ME Covered Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:29, ME Covered Cable - Cyan
appliedenergistics2:item.ItemMultiPart:30, ME Covered Cable - Purple
appliedenergistics2:item.ItemMultiPart:31, ME Covered Cable - Blue
appliedenergistics2:item.ItemMultiPart:32, ME Covered Cable - Brown
appliedenergistics2:item.ItemMultiPart:33, ME Covered Cable - Green
appliedenergistics2:item.ItemMultiPart:34, ME Covered Cable - Red
appliedenergistics2:item.ItemMultiPart:35, ME Covered Cable - Black
appliedenergistics2:item.ItemMultiPart:36, ME Covered Cable - Fluix
appliedenergistics2:item.ItemMultiPart:60, ME Dense Cable - White
appliedenergistics2:item.ItemMultiPart:61, ME Dense Cable - Orange
appliedenergistics2:item.ItemMultiPart:62, ME Dense Cable - Magenta
appliedenergistics2:item.ItemMultiPart:63, ME Dense Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:64, ME Dense Cable - Yellow
appliedenergistics2:item.ItemMultiPart:65, ME Dense Cable - Lime
appliedenergistics2:item.ItemMultiPart:66, ME Dense Cable - Pink
appliedenergistics2:item.ItemMultiPart:67, ME Dense Cable - Gray
appliedenergistics2:item.ItemMultiPart:68, ME Dense Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:69, ME Dense Cable - Cyan
appliedenergistics2:item.ItemMultiPart:70, ME Dense Cable - Purple
appliedenergistics2:item.ItemMultiPart:71, ME Dense Cable - Blue
appliedenergistics2:item.ItemMultiPart:72, ME Dense Cable - Brown
appliedenergistics2:item.ItemMultiPart:73, ME Dense Cable - Green
appliedenergistics2:item.ItemMultiPart:74, ME Dense Cable - Red
appliedenergistics2:item.ItemMultiPart:75, ME Dense Cable - Black
appliedenergistics2:item.ItemMultiPart:76, ME Dense Cable - Fluix
appliedenergistics2:item.ItemMultiPart:0, ME Glass Cable - White
appliedenergistics2:item.ItemMultiPart:1, ME Glass Cable - Orange
appliedenergistics2:item.ItemMultiPart:2, ME Glass Cable - Magenta
appliedenergistics2:item.ItemMultiPart:3, ME Glass Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:4, ME Glass Cable - Yellow
appliedenergistics2:item.ItemMultiPart:5, ME Glass Cable - Lime
appliedenergistics2:item.ItemMultiPart:6, ME Glass Cable - Pink
appliedenergistics2:item.ItemMultiPart:7, ME Glass Cable - Gray
appliedenergistics2:item.ItemMultiPart:8, ME Glass Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:9, ME Glass Cable - Cyan
appliedenergistics2:item.ItemMultiPart:10, ME Glass Cable - Purple
appliedenergistics2:item.ItemMultiPart:11, ME Glass Cable - Blue
appliedenergistics2:item.ItemMultiPart:12, ME Glass Cable - Brown
appliedenergistics2:item.ItemMultiPart:13, ME Glass Cable - Green
appliedenergistics2:item.ItemMultiPart:14, ME Glass Cable - Red
appliedenergistics2:item.ItemMultiPart:15, ME Glass Cable - Black
appliedenergistics2:item.ItemMultiPart:16, ME Glass Cable - Fluix
appliedenergistics2:item.ItemMultiPart:40, ME Smart Cable - White
appliedenergistics2:item.ItemMultiPart:41, ME Smart Cable - Orange
appliedenergistics2:item.ItemMultiPart:42, ME Smart Cable - Magenta
appliedenergistics2:item.ItemMultiPart:43, ME Smart Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:44, ME Smart Cable - Yellow
appliedenergistics2:item.ItemMultiPart:45, ME Smart Cable - Lime
appliedenergistics2:item.ItemMultiPart:46, ME Smart Cable - Pink
appliedenergistics2:item.ItemMultiPart:47, ME Smart Cable - Gray
appliedenergistics2:item.ItemMultiPart:48, ME Smart Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:49, ME Smart Cable - Cyan
appliedenergistics2:item.ItemMultiPart:50, ME Smart Cable - Purple
appliedenergistics2:item.ItemMultiPart:51, ME Smart Cable - Blue
appliedenergistics2:item.ItemMultiPart:52, ME Smart Cable - Brown
appliedenergistics2:item.ItemMultiPart:53, ME Smart Cable - Green
appliedenergistics2:item.ItemMultiPart:54, ME Smart Cable - Red
appliedenergistics2:item.ItemMultiPart:55, ME Smart Cable - Black
appliedenergistics2:item.ItemMultiPart:56, ME Smart Cable - Fluix
appliedenergistics2:item.ItemMultiPart:420, ME Conversion Monitor
appliedenergistics2:item.ItemMultiPart:360, ME Crafting Terminal
appliedenergistics2:item.ItemMultiPart:200, Dark Illuminated Panel
appliedenergistics2:item.ItemMultiPart:260, ME Export Bus
appliedenergistics2:item.ItemMultiPart:320, ME Formation Plane
appliedenergistics2:item.ItemMultiPart:301, ME Identity Annihilation Plane
appliedenergistics2:item.ItemMultiPart:240, ME Import Bus
appliedenergistics2:item.ItemMultiPart:440, ME Interface
appliedenergistics2:item.ItemMultiPart:480, ME Interface Terminal
appliedenergistics2:item.ItemMultiPart:100, ME Inverted Toggle Bus
appliedenergistics2:item.ItemMultiPart:280, ME Level Emitter
appliedenergistics2:item.ItemMultiPart:160, Bright Illuminated Panel
appliedenergistics2:item.ItemMultiPart:462, P2P Tunnel - Item
appliedenergistics2:item.ItemMultiPart:467, P2P Tunnel - Light
appliedenergistics2:item.ItemMultiPart:463, P2P Tunnel - Fluid
appliedenergistics2:item.ItemMultiPart:460, P2P Tunnel - ME
appliedenergistics2:item.ItemMultiPart:466, P2P Tunnel - RF
appliedenergistics2:item.ItemMultiPart:461, P2P Tunnel - Redstone
appliedenergistics2:item.ItemMultiPart:340, ME Pattern Terminal
appliedenergistics2:item.ItemMultiPart:140, Quartz Fiber
appliedenergistics2:item.ItemMultiPart:180, Illuminated Panel
appliedenergistics2:item.ItemMultiPart:220, ME Storage Bus
appliedenergistics2:item.ItemMultiPart:400, ME Storage Monitor
appliedenergistics2:item.ItemMultiPart:380, ME Terminal
appliedenergistics2:item.ItemMultiPart:80, ME Toggle Bus
BiblioCraft:item.StockroomCatalog, Stockroom Catalog
BiblioCraft:item.PlumbLine, Plumb line
BiblioCraft:item.FramingSaw, Framing Saw
BiblioCraft:item.FramingBoard, Framing Board
BiblioCraft:item.FramingSheet, Framing Sheet
BiblioCraft:item.TesterItem, ItemStack Name Tester
BiblioCraft:item.AtlasBook:0, Atlas
BiblioCraft:item.AtlasPlate, Atlas Plate
BiblioCraft:item.DeathCompass, Eternal Compass
BiblioCraft:item.PaintingCanvas, Painting Canvas
BiblioCraft:item.BigBook, Big Writing Book
BiblioCraft:item.RecipeBook, Empty Recipe Book
BiblioCraft:item.SlottedBook, Slotted Book
BiblioCraft:item.HandDrill, Hand Drill
BiblioCraft:item.tapeMeasure, Tape Measure
BiblioCraft:item.tape, Tape Measure Reel
BiblioCraft:item.BiblioChase, Print Press Chase
BiblioCraft:item.PrintPlate, Print Press Plate
BiblioCraft:item.EnchantedPlate, Enchanted Plate
BiblioCraft:item.BiblioRedBook, Redstone: Volume I
BiblioCraft:item.BiblioGlasses:0, Reading Glasses
BiblioCraft:item.BiblioGlasses:1, Tinted Glasses
BiblioCraft:item.BiblioGlasses:2, Monocle
BiblioCraft:item.BiblioDrill, Screw Gun
BiblioCraft:item.BiblioCreativeLock, Lock and Key
BiblioCraft:item.BiblioClipboard, Clipboard
BiblioCraft:item.seatBack:0, Oak Seat Back
BiblioCraft:item.seatBack:1, Spruce Seat Back
BiblioCraft:item.seatBack:2, Birch Seat Back
BiblioCraft:item.seatBack:3, Jungle Seat Back
BiblioCraft:item.seatBack:4, Acacia Seat Back
BiblioCraft:item.seatBack:5, Dark Oak Seat Back
BiblioCraft:item.seatBack:6, Framed Seat Back
BiblioCraft:item.seatBack2:0, Oak Seat Back
BiblioCraft:item.seatBack2:1, Spruce Seat Back
BiblioCraft:item.seatBack2:2, Birch Seat Back
BiblioCraft:item.seatBack2:3, Jungle Seat Back
BiblioCraft:item.seatBack2:4, Acacia Seat Back
BiblioCraft:item.seatBack2:5, Dark Oak Seat Back
BiblioCraft:item.seatBack2:6, Framed Seat Back
BiblioCraft:item.seatBack3:0, Oak Seat Back
BiblioCraft:item.seatBack3:1, Spruce Seat Back
BiblioCraft:item.seatBack3:2, Birch Seat Back
BiblioCraft:item.seatBack3:3, Jungle Seat Back
BiblioCraft:item.seatBack3:4, Acacia Seat Back
BiblioCraft:item.seatBack3:5, Dark Oak Seat Back
BiblioCraft:item.seatBack3:6, Framed Seat Back
BiblioCraft:item.seatBack4:0, Oak Seat Back
BiblioCraft:item.seatBack4:1, Spruce Seat Back
BiblioCraft:item.seatBack4:2, Birch Seat Back
BiblioCraft:item.seatBack4:3, Jungle Seat Back
BiblioCraft:item.seatBack4:4, Acacia Seat Back
BiblioCraft:item.seatBack4:5, Dark Oak Seat Back
BiblioCraft:item.seatBack4:6, Framed Seat Back
BiblioCraft:item.seatBack5:0, Oak Seat Back
BiblioCraft:item.seatBack5:1, Spruce Seat Back
BiblioCraft:item.seatBack5:2, Birch Seat Back
BiblioCraft:item.seatBack5:3, Jungle Seat Back
BiblioCraft:item.seatBack5:4, Acacia Seat Back
BiblioCraft:item.seatBack5:5, Dark Oak Seat Back
BiblioCraft:item.seatBack5:6, Framed Seat Back
BiblioCraft:item.BiblioMapTool, Drafting Compass
BiblioCraft:item.BiblioWayPointCompass, Waypoint Compass
Baubles:Ring:0, Miner's Ring
ThermalFoundation:lexicon, item.thermalfoundation.tome.name
ThermalFoundation:bucket:0, Destabilized Redstone Bucket
ThermalFoundation:bucket:1, Energized Glowstone Bucket
ThermalFoundation:bucket:2, Resonant Ender Bucket
ThermalFoundation:bucket:3, Blazing Pyrotheum Bucket
ThermalFoundation:bucket:4, Gelid Cryotheum Bucket
ThermalFoundation:bucket:7, Zephyrean Aerotheum Bucket
ThermalFoundation:bucket:8, Tectonic Petrotheum Bucket
ThermalFoundation:bucket:5, Primal Mana Bucket
ThermalFoundation:bucket:6, Liquifacted Coal Bucket
ThermalFoundation:material:2, Pulverized Coal
ThermalFoundation:material:3, Pulverized Charcoal
ThermalFoundation:material:4, Pulverized Obsidian
ThermalFoundation:material:16, Sulfur
ThermalFoundation:material:17, Niter
ThermalFoundation:material:20, Cinnabar
ThermalFoundation:material:0, Pulverized Iron
ThermalFoundation:material:1, Pulverized Gold
ThermalFoundation:material:32, Pulverized Copper
ThermalFoundation:material:33, Pulverized Tin
ThermalFoundation:material:34, Pulverized Silver
ThermalFoundation:material:35, Pulverized Lead
ThermalFoundation:material:36, Pulverized Ferrous Metal
ThermalFoundation:material:37, Pulverized Shiny Metal
ThermalFoundation:material:38, Pulverized Mana Infused Metal
ThermalFoundation:material:39, Electrum Blend
ThermalFoundation:material:40, Invar Blend
ThermalFoundation:material:41, Bronze Blend
ThermalFoundation:material:42, Signalum Blend
ThermalFoundation:material:43, Lumium Blend
ThermalFoundation:material:44, Enderium Blend
ThermalFoundation:material:64, Copper Ingot
ThermalFoundation:material:65, Tin Ingot
ThermalFoundation:material:66, Silver Ingot
ThermalFoundation:material:67, Lead Ingot
ThermalFoundation:material:68, Ferrous Ingot
ThermalFoundation:material:69, Shiny Ingot
ThermalFoundation:material:70, Mana Infused Ingot
ThermalFoundation:material:71, Electrum Ingot
ThermalFoundation:material:72, Invar Ingot
ThermalFoundation:material:73, Bronze Ingot
ThermalFoundation:material:74, Signalum Ingot
ThermalFoundation:material:75, Lumium Ingot
ThermalFoundation:material:76, Enderium Ingot
ThermalFoundation:material:8, Iron Nugget
ThermalFoundation:material:96, Copper Nugget
ThermalFoundation:material:97, Tin Nugget
ThermalFoundation:material:98, Silver Nugget
ThermalFoundation:material:99, Lead Nugget
ThermalFoundation:material:100, Ferrous Nugget
ThermalFoundation:material:101, Shiny Nugget
ThermalFoundation:material:102, Mana Infused Nugget
ThermalFoundation:material:103, Electrum Nugget
ThermalFoundation:material:104, Invar Nugget
ThermalFoundation:material:105, Bronze Nugget
ThermalFoundation:material:106, Signalum Nugget
ThermalFoundation:material:107, Lumium Nugget
ThermalFoundation:material:108, Enderium Nugget
ThermalFoundation:material:12, Iron Gear
ThermalFoundation:material:13, Gold Gear
ThermalFoundation:material:128, Copper Gear
ThermalFoundation:material:129, Tin Gear
ThermalFoundation:material:130, Silver Gear
ThermalFoundation:material:131, Lead Gear
ThermalFoundation:material:132, Ferrous Gear
ThermalFoundation:material:133, Shiny Gear
ThermalFoundation:material:134, Mana Infused Gear
ThermalFoundation:material:135, Electrum Gear
ThermalFoundation:material:136, Invar Gear
ThermalFoundation:material:137, Bronze Gear
ThermalFoundation:material:138, Signalum Gear
ThermalFoundation:material:139, Lumium Gear
ThermalFoundation:material:140, Enderium Gear
ThermalFoundation:material:512, Pyrotheum Dust
ThermalFoundation:material:513, Cryotheum Dust
ThermalFoundation:material:514, Aerotheum Dust
ThermalFoundation:material:515, Petrotheum Dust
ThermalFoundation:material:516, Mana Dust
ThermalFoundation:material:1024, Blizz Rod
ThermalFoundation:material:1025, Blizz Powder
ThermalFoundation:material:1026, Blitz Rod
ThermalFoundation:material:1027, Blitz Powder
ThermalFoundation:material:1028, Basalz Rod
ThermalFoundation:material:1029, Basalz Powder
ThermalFoundation:armor.helmetCopper, Copper Helmet
ThermalFoundation:armor.plateCopper, Copper Chestplate
ThermalFoundation:armor.legsCopper, Copper Leggings
ThermalFoundation:armor.bootsCopper, Copper Boots
ThermalFoundation:tool.swordCopper, Copper Sword
ThermalFoundation:tool.shovelCopper, Copper Shovel
ThermalFoundation:tool.pickaxeCopper, Copper Pickaxe
ThermalFoundation:tool.axeCopper, Copper Axe
ThermalFoundation:tool.hoeCopper, Copper Hoe
ThermalFoundation:tool.shearsCopper, Copper Shears
ThermalFoundation:tool.fishingRodCopper, Copper Fishing Rod
ThermalFoundation:tool.sickleCopper, Copper Sickle
ThermalFoundation:tool.bowCopper, Copper Reinforced Bow
ThermalFoundation:armor.helmetTin, Tin Helmet
ThermalFoundation:armor.plateTin, Tin Chestplate
ThermalFoundation:armor.legsTin, Tin Leggings
ThermalFoundation:armor.bootsTin, Tin Boots
ThermalFoundation:tool.swordTin, Tin Sword
ThermalFoundation:tool.shovelTin, Tin Shovel
ThermalFoundation:tool.pickaxeTin, Tin Pickaxe
ThermalFoundation:tool.axeTin, Tin Axe
ThermalFoundation:tool.hoeTin, Tin Hoe
ThermalFoundation:tool.shearsTin, Tin Shears
ThermalFoundation:tool.fishingRodTin, Tin Fishing Rod
ThermalFoundation:tool.sickleTin, Tin Sickle
ThermalFoundation:tool.bowTin, Tin Reinforced Bow
ThermalFoundation:armor.helmetSilver, Silver Helmet
ThermalFoundation:armor.plateSilver, Silver Chestplate
ThermalFoundation:armor.legsSilver, Silver Leggings
ThermalFoundation:armor.bootsSilver, Silver Boots
ThermalFoundation:tool.swordSilver, Silver Sword
ThermalFoundation:tool.shovelSilver, Silver Shovel
